Name,Age,Overall,Wage,Preferred Foot,International Reputation,Weak Foot,Skill Moves,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
M. Verratti,25,86,135000,Right,3.0,4.0,4.0,72.0,72.0,72.0,81.0,80.0,80.0,80.0,81.0,84.0,84.0,84.0,83.0,87.0,87.0,87.0,83.0,83.0,86.0,86.0,86.0,83.0,81.0,79.0,79.0,79.0,81.0,72.0,60.0,55.0,90.0,64.0,90.0,73.0,64.0,89.0,88.0,69.0,62.0,87.0,85.0,94.0,56.0,64.0,77.0,52.0,58.0,89.0,84.0,71.0,87.0,64.0,93.0,78.0,83.0,80.0
Alex Sandro,27,86,160000,Left,3.0,3.0,3.0,77.0,77.0,77.0,80.0,78.0,78.0,78.0,80.0,79.0,79.0,79.0,81.0,80.0,80.0,80.0,81.0,86.0,84.0,84.0,84.0,86.0,86.0,84.0,84.0,84.0,86.0,84.0,55.0,76.0,81.0,68.0,80.0,78.0,59.0,71.0,81.0,83.0,86.0,79.0,84.0,78.0,80.0,79.0,92.0,79.0,72.0,82.0,82.0,70.0,70.0,60.0,82.0,81.0,84.0,84.0
Douglas Costa,27,86,175000,Left,3.0,3.0,5.0,80.0,80.0,80.0,88.0,86.0,86.0,86.0,88.0,87.0,87.0,87.0,87.0,81.0,81.0,81.0,87.0,72.0,66.0,66.0,66.0,72.0,67.0,56.0,56.0,56.0,67.0,84.0,67.0,50.0,84.0,76.0,92.0,84.0,78.0,68.0,91.0,97.0,93.0,93.0,84.0,91.0,86.0,61.0,78.0,63.0,80.0,55.0,48.0,76.0,84.0,77.0,84.0,45.0,38.0,34.0
T. Müller,28,86,135000,Right,4.0,4.0,3.0,85.0,85.0,85.0,84.0,85.0,85.0,85.0,84.0,85.0,85.0,85.0,84.0,82.0,82.0,82.0,84.0,71.0,69.0,69.0,69.0,71.0,69.0,62.0,62.0,62.0,69.0,79.0,87.0,82.0,83.0,84.0,75.0,81.0,59.0,72.0,82.0,73.0,75.0,75.0,91.0,72.0,78.0,81.0,87.0,68.0,80.0,57.0,58.0,92.0,85.0,60.0,83.0,44.0,41.0,44.0
Thiago,27,86,130000,Right,3.0,3.0,5.0,78.0,78.0,78.0,85.0,84.0,84.0,84.0,85.0,87.0,87.0,87.0,85.0,87.0,87.0,87.0,85.0,79.0,80.0,80.0,80.0,79.0,76.0,70.0,70.0,70.0,76.0,72.0,69.0,54.0,90.0,90.0,90.0,85.0,77.0,87.0,90.0,78.0,69.0,90.0,84.0,86.0,75.0,75.0,75.0,59.0,79.0,57.0,78.0,79.0,86.0,75.0,85.0,67.0,63.0,65.0
M. Reus,29,86,100000,Right,4.0,4.0,4.0,85.0,85.0,85.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,87.0,82.0,82.0,82.0,87.0,71.0,67.0,67.0,67.0,71.0,67.0,57.0,57.0,57.0,67.0,79.0,87.0,49.0,86.0,90.0,87.0,89.0,84.0,75.0,86.0,86.0,85.0,86.0,87.0,81.0,88.0,70.0,73.0,67.0,86.0,49.0,50.0,88.0,86.0,89.0,84.0,47.0,36.0,45.0
Azpilicueta,28,86,175000,Right,3.0,3.0,2.0,70.0,70.0,70.0,74.0,73.0,73.0,73.0,74.0,75.0,75.0,75.0,77.0,80.0,80.0,80.0,77.0,86.0,86.0,86.0,86.0,86.0,87.0,86.0,86.0,86.0,87.0,81.0,46.0,76.0,81.0,51.0,69.0,68.0,58.0,80.0,77.0,76.0,76.0,72.0,88.0,73.0,68.0,76.0,87.0,71.0,60.0,82.0,89.0,62.0,74.0,66.0,78.0,88.0,90.0,86.0
L. Bonucci,31,86,160000,Right,3.0,3.0,2.0,68.0,68.0,68.0,66.0,68.0,68.0,68.0,66.0,71.0,71.0,71.0,68.0,77.0,77.0,77.0,68.0,77.0,85.0,85.0,85.0,77.0,79.0,87.0,87.0,87.0,79.0,44.0,48.0,86.0,77.0,58.0,69.0,56.0,61.0,85.0,75.0,57.0,65.0,60.0,84.0,52.0,74.0,85.0,71.0,83.0,65.0,82.0,90.0,38.0,74.0,70.0,86.0,90.0,86.0,80.0
T. Alderweireld,29,86,150000,Right,3.0,3.0,2.0,69.0,69.0,69.0,68.0,69.0,69.0,69.0,68.0,71.0,71.0,71.0,71.0,78.0,78.0,78.0,71.0,81.0,85.0,85.0,85.0,81.0,82.0,87.0,87.0,87.0,82.0,64.0,45.0,82.0,79.0,38.0,62.0,63.0,69.0,85.0,74.0,61.0,66.0,60.0,86.0,50.0,78.0,84.0,74.0,79.0,65.0,80.0,87.0,58.0,67.0,58.0,81.0,90.0,91.0,86.0
M. Pjanić,28,86,180000,Right,3.0,4.0,3.0,75.0,75.0,75.0,82.0,81.0,81.0,81.0,82.0,84.0,84.0,84.0,83.0,86.0,86.0,86.0,83.0,81.0,83.0,83.0,83.0,81.0,79.0,76.0,76.0,76.0,79.0,80.0,60.0,60.0,89.0,72.0,86.0,86.0,92.0,85.0,89.0,66.0,66.0,77.0,84.0,79.0,78.0,61.0,78.0,66.0,82.0,70.0,78.0,70.0,88.0,79.0,86.0,75.0,74.0,70.0
M. Benatia,31,86,160000,Right,3.0,3.0,2.0,64.0,64.0,64.0,60.0,61.0,61.0,61.0,60.0,60.0,60.0,60.0,63.0,65.0,65.0,65.0,63.0,76.0,79.0,79.0,79.0,76.0,78.0,87.0,87.0,87.0,78.0,45.0,47.0,83.0,65.0,44.0,64.0,34.0,27.0,65.0,64.0,65.0,75.0,59.0,82.0,53.0,66.0,85.0,69.0,91.0,24.0,86.0,86.0,38.0,47.0,41.0,82.0,89.0,87.0,85.0
M. Özil,29,86,190000,Left,4.0,2.0,4.0,78.0,78.0,78.0,85.0,84.0,84.0,84.0,85.0,87.0,87.0,87.0,85.0,81.0,81.0,81.0,85.0,60.0,59.0,59.0,59.0,60.0,55.0,43.0,43.0,43.0,55.0,83.0,73.0,54.0,89.0,80.0,84.0,84.0,77.0,82.0,90.0,72.0,69.0,79.0,84.0,70.0,70.0,48.0,69.0,57.0,75.0,48.0,24.0,83.0,91.0,67.0,82.0,24.0,16.0,19.0
Fernandinho,33,86,185000,Right,3.0,4.0,3.0,77.0,77.0,77.0,78.0,79.0,79.0,79.0,78.0,80.0,80.0,80.0,79.0,83.0,83.0,83.0,79.0,82.0,86.0,86.0,86.0,82.0,82.0,84.0,84.0,84.0,82.0,68.0,69.0,63.0,85.0,74.0,77.0,70.0,72.0,81.0,82.0,68.0,67.0,72.0,86.0,78.0,83.0,76.0,79.0,76.0,78.0,87.0,88.0,70.0,75.0,61.0,79.0,85.0,85.0,80.0
Iniesta,34,86,21000,Right,4.0,4.0,4.0,77.0,77.0,77.0,85.0,84.0,84.0,84.0,85.0,88.0,88.0,88.0,85.0,86.0,86.0,86.0,85.0,74.0,76.0,76.0,76.0,74.0,71.0,66.0,66.0,66.0,71.0,77.0,70.0,54.0,90.0,74.0,90.0,80.0,70.0,85.0,92.0,70.0,67.0,79.0,86.0,84.0,65.0,47.0,55.0,58.0,71.0,58.0,66.0,81.0,93.0,71.0,89.0,67.0,57.0,56.0
M. Škriniar,23,85,82000,Right,1.0,4.0,2.0,59.0,59.0,59.0,58.0,59.0,59.0,59.0,58.0,60.0,60.0,60.0,62.0,67.0,67.0,67.0,62.0,75.0,80.0,80.0,80.0,75.0,78.0,85.0,85.0,85.0,78.0,40.0,42.0,80.0,70.0,40.0,59.0,34.0,30.0,68.0,67.0,70.0,73.0,48.0,81.0,48.0,50.0,78.0,77.0,83.0,30.0,86.0,86.0,30.0,57.0,56.0,80.0,92.0,88.0,82.0
S. Milinković-Savić,23,85,73000,Right,2.0,4.0,4.0,83.0,83.0,83.0,81.0,83.0,83.0,83.0,81.0,84.0,84.0,84.0,82.0,85.0,85.0,85.0,82.0,79.0,82.0,82.0,82.0,79.0,78.0,81.0,81.0,81.0,78.0,64.0,80.0,86.0,85.0,74.0,86.0,78.0,75.0,85.0,87.0,68.0,70.0,66.0,80.0,59.0,83.0,85.0,85.0,88.0,80.0,73.0,78.0,79.0,85.0,56.0,82.0,75.0,77.0,72.0
Marco Asensio,22,85,215000,Left,3.0,3.0,4.0,82.0,82.0,82.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,82.0,82.0,82.0,86.0,69.0,66.0,66.0,66.0,69.0,65.0,54.0,54.0,54.0,65.0,82.0,82.0,50.0,83.0,79.0,86.0,83.0,76.0,82.0,85.0,85.0,82.0,79.0,82.0,76.0,86.0,58.0,76.0,61.0,88.0,45.0,45.0,82.0,84.0,62.0,83.0,40.0,42.0,39.0
N. Fekir,24,85,92000,Left,3.0,3.0,4.0,82.0,82.0,82.0,87.0,86.0,86.0,86.0,87.0,86.0,86.0,86.0,86.0,80.0,80.0,80.0,86.0,65.0,63.0,63.0,63.0,65.0,60.0,53.0,53.0,53.0,60.0,83.0,82.0,49.0,83.0,77.0,90.0,81.0,79.0,75.0,89.0,79.0,79.0,90.0,80.0,91.0,84.0,69.0,80.0,82.0,82.0,73.0,28.0,81.0,81.0,81.0,89.0,31.0,37.0,25.0
J. Kimmich,23,85,92000,Right,3.0,4.0,3.0,78.0,78.0,78.0,82.0,81.0,81.0,81.0,82.0,82.0,82.0,82.0,84.0,84.0,84.0,84.0,84.0,84.0,83.0,83.0,83.0,84.0,83.0,80.0,80.0,80.0,83.0,90.0,66.0,74.0,85.0,61.0,80.0,81.0,61.0,80.0,85.0,78.0,68.0,84.0,85.0,83.0,75.0,79.0,85.0,65.0,69.0,74.0,79.0,80.0,79.0,44.0,82.0,75.0,81.0,79.0
Saúl,23,85,77000,Left,3.0,4.0,3.0,83.0,83.0,83.0,82.0,84.0,84.0,84.0,82.0,84.0,84.0,84.0,83.0,85.0,85.0,85.0,83.0,81.0,83.0,83.0,83.0,81.0,81.0,81.0,81.0,81.0,81.0,69.0,78.0,83.0,85.0,76.0,83.0,72.0,60.0,83.0,85.0,74.0,73.0,76.0,82.0,69.0,78.0,79.0,86.0,77.0,79.0,69.0,78.0,82.0,82.0,55.0,83.0,77.0,79.0,76.0
R. Mahrez,27,85,205000,Left,3.0,4.0,5.0,80.0,80.0,80.0,87.0,85.0,85.0,85.0,87.0,86.0,86.0,86.0,86.0,80.0,80.0,80.0,86.0,66.0,62.0,62.0,62.0,66.0,60.0,50.0,50.0,50.0,60.0,81.0,80.0,48.0,82.0,72.0,91.0,84.0,78.0,76.0,90.0,88.0,83.0,93.0,77.0,88.0,79.0,61.0,76.0,54.0,81.0,48.0,39.0,80.0,81.0,73.0,86.0,45.0,31.0,18.0
D. Alaba,26,85,110000,Left,4.0,4.0,3.0,79.0,79.0,79.0,81.0,81.0,81.0,81.0,81.0,82.0,82.0,82.0,82.0,83.0,83.0,83.0,82.0,85.0,84.0,84.0,84.0,85.0,85.0,82.0,82.0,82.0,85.0,81.0,63.0,75.0,82.0,68.0,79.0,78.0,84.0,80.0,83.0,79.0,86.0,79.0,84.0,77.0,83.0,82.0,87.0,71.0,82.0,69.0,84.0,76.0,77.0,80.0,79.0,80.0,82.0,80.0
Koke,26,85,88000,Right,3.0,4.0,3.0,80.0,80.0,80.0,84.0,84.0,84.0,84.0,84.0,86.0,86.0,86.0,86.0,87.0,87.0,87.0,86.0,79.0,81.0,81.0,81.0,79.0,76.0,73.0,73.0,73.0,76.0,86.0,72.0,61.0,90.0,56.0,82.0,85.0,76.0,89.0,86.0,71.0,68.0,74.0,85.0,78.0,84.0,61.0,90.0,79.0,81.0,71.0,66.0,84.0,87.0,59.0,78.0,80.0,69.0,51.0
A. Lacazette,27,85,180000,Right,3.0,4.0,4.0,85.0,85.0,85.0,84.0,86.0,86.0,86.0,84.0,84.0,84.0,84.0,82.0,77.0,77.0,77.0,82.0,65.0,63.0,63.0,63.0,65.0,62.0,57.0,57.0,57.0,62.0,64.0,88.0,73.0,80.0,81.0,85.0,74.0,71.0,59.0,83.0,81.0,84.0,85.0,85.0,85.0,83.0,76.0,79.0,73.0,75.0,70.0,42.0,86.0,76.0,84.0,85.0,29.0,42.0,30.0
K. Manolas,27,85,96000,Right,3.0,2.0,2.0,52.0,52.0,52.0,52.0,51.0,51.0,51.0,52.0,52.0,52.0,52.0,56.0,59.0,59.0,59.0,56.0,75.0,77.0,77.0,77.0,75.0,79.0,86.0,86.0,86.0,79.0,27.0,10.0,80.0,60.0,16.0,54.0,30.0,10.0,61.0,65.0,80.0,85.0,68.0,85.0,59.0,40.0,86.0,76.0,82.0,12.0,86.0,86.0,25.0,22.0,26.0,79.0,86.0,87.0,89.0
N. Otamendi,30,85,170000,Right,3.0,3.0,2.0,67.0,67.0,67.0,62.0,64.0,64.0,64.0,62.0,65.0,65.0,65.0,64.0,70.0,70.0,70.0,64.0,75.0,80.0,80.0,80.0,75.0,77.0,85.0,85.0,85.0,77.0,52.0,54.0,85.0,75.0,57.0,51.0,50.0,39.0,72.0,70.0,57.0,61.0,64.0,79.0,62.0,69.0,92.0,67.0,80.0,56.0,91.0,84.0,51.0,53.0,45.0,80.0,83.0,85.0,84.0
Parejo,29,85,66000,Right,2.0,4.0,3.0,76.0,76.0,76.0,79.0,79.0,79.0,79.0,79.0,82.0,82.0,82.0,80.0,85.0,85.0,85.0,80.0,76.0,79.0,79.0,79.0,76.0,73.0,71.0,71.0,71.0,73.0,84.0,79.0,61.0,90.0,72.0,78.0,89.0,90.0,87.0,84.0,51.0,43.0,66.0,78.0,72.0,78.0,51.0,78.0,72.0,82.0,58.0,81.0,81.0,86.0,83.0,78.0,69.0,68.0,60.0
Paulinho,29,85,235000,Right,3.0,3.0,3.0,84.0,84.0,84.0,82.0,84.0,84.0,84.0,82.0,84.0,84.0,84.0,82.0,85.0,85.0,85.0,82.0,81.0,84.0,84.0,84.0,81.0,81.0,83.0,83.0,83.0,81.0,64.0,81.0,85.0,84.0,75.0,82.0,66.0,72.0,80.0,84.0,73.0,73.0,69.0,84.0,66.0,83.0,90.0,92.0,81.0,80.0,81.0,81.0,84.0,78.0,71.0,80.0,75.0,81.0,73.0
A. Sánchez,29,85,215000,Right,4.0,3.0,4.0,84.0,84.0,84.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,80.0,80.0,80.0,85.0,68.0,67.0,67.0,67.0,68.0,65.0,60.0,60.0,60.0,65.0,77.0,80.0,73.0,77.0,83.0,87.0,79.0,78.0,75.0,86.0,86.0,79.0,90.0,83.0,87.0,84.0,87.0,83.0,72.0,81.0,79.0,46.0,84.0,82.0,77.0,84.0,38.0,44.0,35.0
Y. Brahimi,28,85,28000,Right,3.0,3.0,4.0,78.0,78.0,78.0,86.0,84.0,84.0,84.0,86.0,85.0,85.0,85.0,85.0,79.0,79.0,79.0,85.0,67.0,63.0,63.0,63.0,67.0,62.0,51.0,51.0,51.0,62.0,79.0,76.0,46.0,79.0,73.0,93.0,84.0,78.0,72.0,86.0,87.0,75.0,92.0,84.0,87.0,69.0,72.0,85.0,49.0,76.0,46.0,38.0,83.0,79.0,75.0,90.0,51.0,36.0,25.0
J. Boateng,29,85,115000,Right,4.0,4.0,2.0,66.0,66.0,66.0,66.0,67.0,67.0,67.0,66.0,69.0,69.0,69.0,70.0,75.0,75.0,75.0,70.0,79.0,83.0,83.0,83.0,79.0,81.0,86.0,86.0,86.0,81.0,69.0,34.0,85.0,75.0,52.0,64.0,53.0,31.0,83.0,70.0,67.0,72.0,56.0,82.0,52.0,78.0,74.0,69.0,91.0,58.0,81.0,81.0,47.0,75.0,46.0,84.0,84.0,87.0,87.0
A. Vidal,31,85,205000,Right,4.0,4.0,3.0,81.0,81.0,81.0,79.0,81.0,81.0,81.0,79.0,81.0,81.0,81.0,79.0,84.0,84.0,84.0,79.0,82.0,86.0,86.0,86.0,82.0,83.0,86.0,86.0,86.0,83.0,76.0,75.0,82.0,83.0,78.0,76.0,76.0,68.0,79.0,82.0,60.0,55.0,74.0,84.0,75.0,86.0,85.0,83.0,79.0,85.0,93.0,84.0,80.0,80.0,81.0,81.0,82.0,87.0,86.0
I. Perišić,29,85,110000,Right,3.0,5.0,4.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,84.0,84.0,84.0,86.0,82.0,82.0,82.0,86.0,78.0,75.0,75.0,75.0,78.0,75.0,71.0,71.0,71.0,75.0,83.0,79.0,80.0,81.0,81.0,84.0,73.0,75.0,77.0,85.0,84.0,88.0,78.0,81.0,74.0,84.0,84.0,89.0,78.0,79.0,65.0,69.0,85.0,79.0,76.0,80.0,64.0,52.0,54.0
E. Džeko,32,85,115000,Right,3.0,5.0,2.0,85.0,85.0,85.0,80.0,83.0,83.0,83.0,80.0,81.0,81.0,81.0,79.0,77.0,77.0,77.0,79.0,62.0,64.0,64.0,64.0,62.0,59.0,58.0,58.0,58.0,59.0,63.0,89.0,84.0,77.0,77.0,76.0,65.0,54.0,72.0,84.0,65.0,66.0,57.0,83.0,36.0,86.0,66.0,76.0,80.0,79.0,51.0,50.0,89.0,74.0,67.0,83.0,58.0,28.0,16.0
S. Khedira,31,85,160000,Right,3.0,4.0,2.0,80.0,80.0,80.0,79.0,81.0,81.0,81.0,79.0,82.0,82.0,82.0,80.0,85.0,85.0,85.0,80.0,81.0,86.0,86.0,86.0,81.0,80.0,84.0,84.0,84.0,80.0,72.0,72.0,76.0,85.0,78.0,81.0,68.0,68.0,82.0,84.0,54.0,60.0,55.0,87.0,54.0,82.0,68.0,78.0,87.0,78.0,82.0,86.0,79.0,82.0,69.0,84.0,80.0,83.0,76.0
Diego Costa,29,85,100000,Right,4.0,4.0,2.0,85.0,85.0,85.0,79.0,82.0,82.0,82.0,79.0,78.0,78.0,78.0,78.0,72.0,72.0,72.0,78.0,64.0,64.0,64.0,64.0,64.0,62.0,64.0,64.0,64.0,62.0,65.0,87.0,82.0,65.0,81.0,77.0,62.0,59.0,52.0,83.0,74.0,76.0,58.0,85.0,53.0,83.0,64.0,76.0,92.0,74.0,93.0,40.0,87.0,74.0,75.0,83.0,58.0,39.0,34.0
R. Nainggolan,30,85,105000,Right,3.0,3.0,3.0,81.0,81.0,81.0,83.0,84.0,84.0,84.0,83.0,84.0,84.0,84.0,83.0,86.0,86.0,86.0,83.0,86.0,87.0,87.0,87.0,86.0,86.0,84.0,84.0,84.0,86.0,73.0,75.0,59.0,84.0,75.0,80.0,73.0,68.0,81.0,85.0,78.0,73.0,76.0,87.0,82.0,84.0,76.0,93.0,77.0,86.0,88.0,86.0,86.0,76.0,63.0,84.0,83.0,86.0,90.0
Naldo,35,85,38000,Right,3.0,4.0,2.0,73.0,73.0,73.0,65.0,69.0,69.0,69.0,65.0,68.0,68.0,68.0,66.0,73.0,73.0,73.0,66.0,75.0,80.0,80.0,80.0,75.0,78.0,85.0,85.0,85.0,78.0,45.0,57.0,94.0,76.0,60.0,60.0,52.0,76.0,70.0,68.0,60.0,65.0,46.0,85.0,36.0,92.0,45.0,61.0,83.0,82.0,72.0,83.0,53.0,59.0,60.0,84.0,86.0,88.0,85.0
B. Matuidi,31,85,145000,Left,3.0,2.0,2.0,77.0,77.0,77.0,79.0,79.0,79.0,79.0,79.0,80.0,80.0,80.0,81.0,82.0,82.0,82.0,81.0,86.0,86.0,86.0,86.0,86.0,85.0,84.0,84.0,84.0,85.0,75.0,64.0,68.0,83.0,72.0,78.0,65.0,52.0,77.0,79.0,79.0,77.0,83.0,84.0,79.0,78.0,84.0,94.0,76.0,70.0,86.0,86.0,72.0,76.0,56.0,82.0,85.0,84.0,86.0
Miranda,33,85,96000,Right,3.0,3.0,2.0,65.0,65.0,65.0,64.0,65.0,65.0,65.0,64.0,65.0,65.0,65.0,66.0,70.0,70.0,70.0,66.0,77.0,81.0,81.0,81.0,77.0,79.0,86.0,86.0,86.0,79.0,48.0,43.0,80.0,70.0,51.0,67.0,32.0,39.0,69.0,73.0,66.0,69.0,61.0,81.0,57.0,70.0,82.0,65.0,79.0,41.0,83.0,85.0,43.0,58.0,49.0,81.0,90.0,90.0,85.0
K. Benzema,30,85,240000,Right,4.0,4.0,4.0,84.0,84.0,84.0,84.0,85.0,85.0,85.0,84.0,84.0,84.0,84.0,83.0,76.0,76.0,76.0,83.0,60.0,59.0,59.0,59.0,60.0,56.0,52.0,52.0,52.0,56.0,75.0,81.0,80.0,83.0,82.0,83.0,79.0,73.0,62.0,86.0,76.0,76.0,76.0,83.0,66.0,81.0,73.0,75.0,80.0,75.0,65.0,22.0,86.0,85.0,82.0,79.0,47.0,15.0,12.0
Filipe Luís,32,85,81000,Left,3.0,3.0,3.0,75.0,75.0,75.0,78.0,77.0,77.0,77.0,78.0,78.0,78.0,78.0,80.0,81.0,81.0,81.0,80.0,86.0,84.0,84.0,84.0,86.0,85.0,83.0,83.0,83.0,85.0,86.0,59.0,72.0,80.0,56.0,77.0,74.0,75.0,77.0,83.0,76.0,75.0,75.0,85.0,62.0,71.0,71.0,89.0,74.0,60.0,81.0,84.0,71.0,70.0,65.0,88.0,78.0,84.0,86.0
V. Kompany,32,85,170000,Right,4.0,3.0,2.0,66.0,66.0,66.0,63.0,64.0,64.0,64.0,63.0,65.0,65.0,65.0,65.0,70.0,70.0,70.0,65.0,76.0,80.0,80.0,80.0,76.0,78.0,86.0,86.0,86.0,78.0,61.0,45.0,84.0,73.0,46.0,63.0,61.0,52.0,66.0,70.0,52.0,59.0,57.0,87.0,41.0,75.0,72.0,66.0,87.0,55.0,87.0,82.0,41.0,59.0,63.0,81.0,87.0,85.0,84.0
Pepe,35,85,57000,Right,4.0,3.0,2.0,63.0,63.0,63.0,61.0,62.0,62.0,62.0,61.0,62.0,62.0,62.0,61.0,66.0,66.0,66.0,61.0,74.0,78.0,78.0,78.0,74.0,77.0,85.0,85.0,85.0,77.0,46.0,46.0,80.0,70.0,23.0,58.0,44.0,47.0,61.0,62.0,65.0,70.0,63.0,83.0,49.0,63.0,76.0,60.0,86.0,56.0,94.0,85.0,40.0,48.0,57.0,79.0,86.0,85.0,82.0
Z. Ibrahimović,36,85,15000,Right,5.0,4.0,5.0,86.0,86.0,86.0,81.0,84.0,84.0,84.0,81.0,83.0,83.0,83.0,80.0,77.0,77.0,77.0,80.0,59.0,61.0,61.0,61.0,59.0,55.0,56.0,56.0,56.0,55.0,73.0,86.0,83.0,79.0,86.0,79.0,82.0,82.0,73.0,84.0,58.0,59.0,75.0,82.0,39.0,90.0,68.0,61.0,86.0,82.0,84.0,20.0,85.0,79.0,89.0,90.0,28.0,37.0,24.0
D. Sánchez,22,84,105000,Right,2.0,3.0,2.0,63.0,63.0,63.0,61.0,62.0,62.0,62.0,61.0,63.0,63.0,63.0,64.0,68.0,68.0,68.0,64.0,76.0,80.0,80.0,80.0,76.0,78.0,84.0,84.0,84.0,78.0,36.0,40.0,80.0,77.0,28.0,63.0,30.0,27.0,67.0,73.0,72.0,79.0,60.0,80.0,55.0,66.0,73.0,76.0,83.0,44.0,87.0,82.0,34.0,49.0,44.0,75.0,84.0,85.0,88.0
J. Giménez,23,84,63000,Right,2.0,3.0,2.0,58.0,58.0,58.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,52.0,55.0,58.0,58.0,58.0,55.0,73.0,75.0,75.0,75.0,73.0,76.0,85.0,85.0,85.0,76.0,47.0,37.0,81.0,68.0,30.0,47.0,36.0,44.0,58.0,56.0,69.0,70.0,56.0,76.0,43.0,72.0,92.0,67.0,85.0,48.0,89.0,85.0,24.0,27.0,38.0,73.0,88.0,86.0,87.0
Alex Telles,25,84,22000,Left,3.0,2.0,3.0,79.0,79.0,79.0,82.0,81.0,81.0,81.0,82.0,82.0,82.0,82.0,84.0,84.0,84.0,84.0,84.0,86.0,84.0,84.0,84.0,86.0,85.0,81.0,81.0,81.0,85.0,89.0,65.0,74.0,83.0,67.0,82.0,87.0,79.0,86.0,82.0,84.0,85.0,73.0,83.0,70.0,80.0,81.0,92.0,68.0,75.0,78.0,80.0,76.0,74.0,68.0,80.0,80.0,81.0,79.0
A. Laporte,24,84,135000,Left,2.0,3.0,2.0,66.0,66.0,66.0,63.0,65.0,65.0,65.0,63.0,65.0,65.0,65.0,66.0,72.0,72.0,72.0,66.0,77.0,81.0,81.0,81.0,77.0,79.0,84.0,84.0,84.0,79.0,58.0,45.0,85.0,76.0,40.0,59.0,61.0,69.0,78.0,73.0,62.0,66.0,45.0,83.0,55.0,68.0,75.0,67.0,82.0,47.0,75.0,85.0,54.0,57.0,44.0,77.0,85.0,86.0,87.0
Bruno Fernandes,23,84,22000,Right,2.0,3.0,4.0,79.0,79.0,79.0,83.0,83.0,83.0,83.0,83.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,77.0,77.0,77.0,77.0,77.0,75.0,69.0,69.0,69.0,75.0,84.0,73.0,58.0,85.0,84.0,83.0,85.0,81.0,82.0,85.0,79.0,76.0,77.0,84.0,78.0,87.0,72.0,89.0,67.0,88.0,65.0,70.0,79.0,86.0,81.0,83.0,63.0,66.0,53.0
N. Süle,22,84,84000,Right,2.0,3.0,2.0,58.0,58.0,58.0,51.0,54.0,54.0,54.0,51.0,54.0,54.0,54.0,54.0,62.0,62.0,62.0,54.0,71.0,77.0,77.0,77.0,71.0,75.0,83.0,83.0,83.0,75.0,30.0,20.0,86.0,78.0,31.0,42.0,28.0,30.0,63.0,63.0,52.0,84.0,33.0,79.0,33.0,77.0,38.0,65.0,94.0,62.0,82.0,82.0,26.0,30.0,32.0,72.0,82.0,85.0,83.0
A. Martial,22,84,165000,Right,3.0,3.0,4.0,84.0,84.0,84.0,85.0,85.0,85.0,85.0,85.0,83.0,83.0,83.0,84.0,76.0,76.0,76.0,84.0,67.0,63.0,63.0,63.0,67.0,64.0,57.0,57.0,57.0,64.0,76.0,84.0,69.0,77.0,74.0,87.0,84.0,54.0,60.0,86.0,88.0,89.0,85.0,81.0,81.0,84.0,74.0,75.0,75.0,80.0,58.0,42.0,83.0,73.0,81.0,79.0,38.0,39.0,36.0
D. Alli,22,84,115000,Right,3.0,3.0,4.0,84.0,84.0,84.0,84.0,85.0,85.0,85.0,84.0,86.0,86.0,86.0,84.0,86.0,86.0,86.0,84.0,79.0,81.0,81.0,81.0,79.0,78.0,76.0,76.0,76.0,78.0,69.0,83.0,77.0,85.0,79.0,83.0,75.0,68.0,80.0,85.0,73.0,76.0,76.0,85.0,62.0,78.0,67.0,90.0,71.0,80.0,84.0,74.0,86.0,85.0,74.0,86.0,70.0,70.0,63.0
Fabinho,24,84,120000,Right,3.0,2.0,3.0,76.0,76.0,76.0,78.0,78.0,78.0,78.0,78.0,79.0,79.0,79.0,80.0,82.0,82.0,82.0,80.0,85.0,86.0,86.0,86.0,85.0,85.0,85.0,85.0,85.0,85.0,79.0,66.0,75.0,83.0,47.0,76.0,71.0,53.0,78.0,82.0,69.0,72.0,69.0,83.0,67.0,78.0,75.0,92.0,79.0,65.0,85.0,84.0,70.0,75.0,91.0,84.0,83.0,86.0,84.0
Marquinhos,24,84,90000,Right,3.0,3.0,2.0,62.0,62.0,62.0,66.0,64.0,64.0,64.0,66.0,66.0,66.0,66.0,70.0,72.0,72.0,72.0,70.0,82.0,83.0,83.0,83.0,82.0,83.0,85.0,85.0,85.0,83.0,72.0,33.0,80.0,81.0,31.0,59.0,49.0,32.0,78.0,76.0,73.0,76.0,69.0,81.0,68.0,53.0,86.0,75.0,74.0,35.0,80.0,84.0,46.0,51.0,31.0,79.0,85.0,87.0,87.0
