Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
2.5,81.6,No,5.3,7,48.56
3.3,45.9,Yes,5.2,6,28.82
2.4,93.6,Yes,5.6,3,51.2
8.2,52.7,No,6.9,3,34.98
1.6,52.1,No,4.1,2,20.39
5.2,50.7,Yes,5.9,1,37.38
4.3,40.8,No,5.2,5,22.78
8.9,85.5,Yes,7.0,7,61.51
1.9,91.6,Yes,8.9,7,51.17
4.2,76.2,Yes,6.6,6,49.78
8.8,51.1,No,6.1,6,41.77
7.9,56.8,Yes,5.8,7,47.23
7.5,68.1,Yes,7.9,8,52.57
3.1,96.3,No,4.4,5,60.22
2.4,54.6,No,8.8,1,29.96
6.3,83.2,No,6.1,7,67.68
8.4,65.9,Yes,5.6,2,49.44
5.5,57.6,No,8.9,5,39.59
5.6,66.9,No,8.7,7,52.88
3.2,44.2,Yes,7.2,7,31.17
7.2,87.1,No,4.1,9,60.23
2.5,54.4,No,7.7,5,33.18
3.6,82.8,Yes,5.7,6,53.81
4.4,44.0,No,5.9,6,22.43
5.1,96.4,No,4.8,1,55.57
2.9,51.4,No,6.6,7,32.19
1.9,92.1,No,7.7,7,59.52
5.9,87.8,Yes,5.4,4,62.01
3.3,97.1,Yes,8.7,4,57.46
5.6,68.2,No,5.0,6,44.0
2.2,82.9,No,4.3,3,47.66
4.8,61.9,No,7.2,6,32.23
5.3,50.9,No,8.2,4,31.95
1.4,66.1,Yes,8.8,8,45.26
3.7,49.8,No,7.8,5,32.42
2.1,97.9,No,5.0,8,54.32
1.5,45.7,No,8.9,9,22.12
8.9,74.8,No,8.6,4,62.16
3.6,77.0,No,4.8,1,43.16
7.5,71.7,No,6.8,7,54.19
3.0,79.1,No,6.8,7,49.84
6.5,46.9,No,6.2,5,36.39
7.1,72.7,No,8.9,5,54.27
5.8,56.9,Yes,4.3,1,32.3
4.8,95.5,No,7.1,3,55.36
4.3,85.0,No,5.0,1,52.52
3.8,97.4,Yes,6.6,7,64.9
8.4,42.2,No,7.9,5,40.11
7.6,56.8,Yes,5.2,4,42.65
8.7,51.5,No,6.0,7,48.77
2.0,40.7,No,8.8,9,23.6
6.8,54.3,No,7.8,6,47.82
8.5,80.0,No,6.9,9,61.25
2.4,53.6,Yes,5.1,6,29.55
1.5,70.0,No,6.1,9,39.89
6.9,92.4,Yes,7.9,6,70.59
5.6,80.9,Yes,8.1,9,59.35
7.7,63.3,No,5.2,3,46.95
2.1,62.0,No,7.3,5,32.84
7.4,66.9,Yes,4.5,5,51.9
2.6,50.4,No,4.1,8,29.56
2.3,77.4,No,6.7,7,42.38
2.3,61.5,No,5.1,2,31.83
7.5,90.3,No,4.4,2,61.93
6.3,84.6,No,7.6,7,69.64
5.2,76.0,No,6.5,4,46.93
3.9,61.5,Yes,8.0,6,37.7
8.0,52.4,No,7.3,9,47.72
4.1,85.8,No,7.6,4,49.11
7.5,68.7,Yes,5.5,7,50.07
4.5,53.3,Yes,5.3,9,33.32
4.0,51.5,Yes,7.0,1,27.95
4.7,49.8,No,5.0,2,27.21
3.4,85.9,No,8.1,9,50.34
7.0,53.5,No,6.6,5,40.2
5.0,71.1,No,5.1,4,35.99
2.9,66.6,No,7.1,7,42.55
8.2,74.2,No,8.7,5,55.27
4.1,91.8,Yes,4.4,1,52.65
5.3,91.2,Yes,4.5,9,65.96
8.3,66.6,No,8.2,8,56.77
6.0,40.9,No,4.5,3,26.23
1.9,65.2,No,4.2,3,34.82
8.5,75.8,No,5.7,3,62.65
6.0,72.9,Yes,6.3,7,49.38
3.7,78.4,No,6.8,2,48.61
2.1,49.1,No,6.5,9,25.1
7.4,78.1,Yes,8.6,4,63.1
6.0,50.8,No,7.8,7,36.26
5.3,84.3,No,8.9,8,55.7
8.2,60.0,No,6.4,5,52.53
7.3,81.9,No,4.4,8,63.46
2.2,42.8,Yes,8.8,4,21.72
3.5,64.1,Yes,4.0,2,37.39
3.0,81.6,No,7.9,3,44.14
7.0,53.4,No,4.2,6,34.5
1.3,86.9,Yes,7.8,6,50.5
5.6,77.2,Yes,8.7,7,54.38
7.1,74.7,No,5.9,4,49.34
8.0,60.9,No,5.2,8,55.25
3.7,68.5,No,5.1,8,40.22
7.6,75.2,Yes,6.5,7,59.33
1.9,67.9,Yes,4.9,3,40.6
7.8,81.2,Yes,7.4,3,58.97
2.0,65.6,No,5.8,2,30.4
4.2,51.9,Yes,5.6,7,37.14
7.4,52.6,No,6.3,6,44.16
2.2,40.3,No,6.7,7,26.5
2.8,57.8,Yes,4.7,2,39.21
6.8,84.2,No,7.5,4,56.84
6.8,86.9,No,8.4,1,58.96
6.1,51.9,No,5.4,2,30.17
6.6,96.6,No,4.9,7,69.56
5.3,69.6,Yes,7.8,5,49.5
3.0,94.1,Yes,4.9,3,54.15
3.8,81.7,No,4.2,2,44.24
2.5,82.6,No,7.1,3,44.55
8.3,45.0,Yes,5.2,4,40.4
5.7,53.0,No,4.9,5,33.03
4.2,40.5,No,8.9,8,28.56
4.7,82.3,Yes,5.5,9,57.04
8.6,60.3,No,8.5,2,41.49
2.2,86.4,Yes,4.9,3,44.07
5.7,60.0,No,8.1,4,39.02
5.0,88.3,No,6.5,7,65.1
5.9,47.7,Yes,4.4,6,33.09
1.1,50.2,No,7.7,6,25.64
8.0,60.1,No,8.5,7,45.83
8.5,64.1,No,4.8,1,44.22
5.5,60.6,Yes,7.6,8,40.33
6.6,85.1,No,6.2,9,64.84
8.4,45.7,No,7.8,2,32.79
6.7,60.7,No,7.6,1,45.53
2.2,89.4,No,4.1,4,50.91
5.6,43.9,Yes,4.9,2,30.15
5.9,95.6,Yes,6.4,6,69.6
4.4,98.2,No,8.7,3,73.18
6.9,45.2,Yes,5.7,9,42.26
8.5,57.2,No,7.1,8,45.28
8.4,62.0,No,4.1,7,56.37
4.6,85.8,No,7.6,7,57.37
1.9,75.2,No,7.0,7,51.71
8.9,78.0,No,7.6,5,59.01
7.7,84.7,No,8.5,8,70.03
2.0,47.0,Yes,4.7,4,24.76
8.4,89.2,Yes,5.3,5,77.66
8.0,81.6,Yes,9.0,3,60.24
5.2,74.1,No,4.8,3,58.63
5.7,92.5,No,7.6,2,61.22
4.2,81.3,Yes,7.6,5,56.21
1.4,51.9,No,7.4,2,31.1
3.7,65.4,Yes,5.1,4,37.02
7.4,69.1,No,5.1,1,51.75
1.0,43.3,Yes,7.3,2,18.41
3.7,96.3,No,4.9,1,55.34
4.2,47.6,No,7.3,2,28.87
5.3,81.2,No,6.5,4,55.01
8.4,69.9,Yes,5.9,1,54.61
3.8,41.5,No,5.5,6,24.03
3.8,94.6,Yes,8.7,1,57.47
6.9,90.3,No,6.5,3,52.08
4.6,70.9,No,6.8,2,47.39
2.8,53.5,No,8.7,2,35.97
4.6,47.2,No,7.3,4,31.72
2.1,61.4,No,8.8,9,31.47
2.4,55.1,No,4.5,3,31.25
5.0,69.9,Yes,8.2,6,45.94
4.4,97.0,No,5.7,3,59.49
8.3,73.9,Yes,8.1,5,61.61
3.9,92.5,Yes,8.3,9,64.45
5.6,78.4,No,5.4,3,55.02
6.1,68.0,No,6.0,8,50.37
1.1,90.4,Yes,7.6,6,52.06
6.3,67.8,No,4.5,8,52.6
2.4,91.2,Yes,7.8,2,51.74
8.7,57.2,No,4.6,9,47.31
2.2,47.6,No,8.6,1,25.07
4.3,90.5,No,5.4,3,50.11
1.7,74.7,No,6.9,4,39.63
9.0,92.5,Yes,4.6,6,65.53
5.0,95.3,No,5.3,4,57.86
5.8,43.2,Yes,6.0,2,28.76
1.5,69.6,Yes,6.4,3,33.11
7.0,62.1,No,4.0,3,48.18
2.7,76.9,Yes,8.4,6,51.6
8.2,86.8,No,4.0,5,68.43
2.6,56.6,No,7.9,5,31.93
2.5,72.9,Yes,6.4,4,40.53
1.3,81.8,No,6.6,4,46.38
4.8,47.9,No,5.0,9,35.43
5.5,88.0,No,7.0,7,60.52
1.5,75.8,No,6.7,8,33.17
7.2,96.0,Yes,4.8,4,70.28
4.6,60.0,No,5.2,3,39.56
5.2,46.4,No,4.3,1,28.33
4.5,69.9,No,4.3,9,50.44
4.2,45.1,Yes,4.1,9,35.29
5.5,97.2,Yes,5.1,2,59.37
2.2,42.3,No,7.4,4,21.25
2.5,84.5,No,5.6,4,43.21
7.9,71.0,No,5.7,1,56.26
8.6,61.7,No,4.7,2,50.84
4.0,43.9,No,6.9,8,27.19
3.2,76.7,No,5.7,6,48.5
6.2,74.5,Yes,7.4,1,51.46
4.3,56.6,No,7.7,7,35.56
1.2,93.7,Yes,6.9,7,54.6
2.2,57.9,Yes,5.4,6,37.27
6.7,66.5,No,6.5,8,54.52
6.3,72.1,Yes,5.3,5,60.86
1.2,45.9,No,8.5,2,20.97
2.8,95.0,Yes,7.8,4,55.82
2.8,62.1,Yes,6.5,8,42.11
6.4,44.8,No,8.8,8,37.0
1.2,62.9,No,6.7,5,29.96
1.8,75.4,No,5.6,6,38.18
7.4,70.3,No,4.5,9,40.96
2.4,81.0,Yes,6.7,2,48.38
6.2,43.3,No,8.3,5,27.29
2.9,56.8,Yes,8.3,9,34.85
1.8,88.3,No,7.0,3,48.87
2.9,44.7,No,6.0,6,25.09
6.8,90.5,No,7.3,4,70.93
7.8,45.4,No,7.8,4,32.15
7.6,89.2,Yes,6.1,3,72.92
4.2,61.3,No,6.4,1,41.09
6.3,76.1,Yes,7.4,8,61.03
2.6,49.0,Yes,8.4,5,35.62
3.3,43.9,No,8.0,2,26.11
8.2,52.7,Yes,4.1,1,34.2
1.1,47.5,Yes,4.6,1,22.49
1.7,58.4,No,8.3,4,24.85
2.7,70.3,No,8.2,4,38.22
1.2,74.7,Yes,5.9,6,41.24
2.5,86.6,No,6.9,7,47.81
5.7,78.7,No,8.5,1,54.39
4.4,75.9,No,8.6,2,45.65
8.1,64.3,No,7.9,3,51.13
7.5,68.0,No,5.0,9,53.8
3.7,64.5,No,7.7,4,39.78
3.1,89.7,No,4.5,6,49.56
4.0,53.6,Yes,8.5,2,29.03
5.7,40.3,No,4.7,2,26.39
3.1,78.4,No,7.3,2,40.58
6.0,51.9,No,7.1,5,43.54
4.3,92.5,Yes,7.9,9,57.55
5.4,90.7,No,6.8,6,69.8
4.5,44.5,No,4.3,9,33.07
3.4,46.3,No,7.5,6,29.24
8.6,69.2,No,5.9,9,55.4
7.1,75.9,No,5.6,5,57.21
2.1,56.2,Yes,9.0,1,29.1
7.9,82.3,No,7.0,6,63.03
4.9,75.1,No,7.6,4,51.9
8.2,59.2,Yes,6.6,9,54.92
7.4,41.5,Yes,7.8,6,42.79
4.4,84.3,No,7.8,1,52.62
1.2,52.7,No,7.3,6,23.46
3.1,89.2,No,9.0,3,44.09
5.3,64.8,Yes,6.3,3,44.47
6.1,74.0,Yes,7.5,7,55.61
3.1,91.5,Yes,8.0,2,61.56
2.1,91.0,No,5.9,9,53.95
7.7,61.9,No,6.3,9,52.56
8.9,52.3,No,8.8,7,50.83
5.2,85.7,No,4.2,9,60.37
2.4,65.6,Yes,5.7,6,42.21
3.2,51.3,Yes,6.4,9,31.74
1.1,93.4,Yes,4.0,2,44.68
8.3,51.7,Yes,8.5,5,44.57
1.9,41.5,Yes,5.4,6,14.54
5.6,41.2,No,5.3,6,30.51
3.2,76.7,No,8.1,4,42.81
5.4,79.0,No,5.4,4,52.65
6.2,58.4,No,7.3,5,41.39
7.6,58.9,No,8.1,6,43.4
2.7,60.0,No,8.0,8,42.47
1.1,80.1,Yes,7.9,1,41.59
2.1,43.4,No,4.4,8,27.92
8.2,94.8,Yes,4.4,2,67.98
8.0,53.1,Yes,5.5,7,48.02
5.8,99.0,Yes,4.2,4,59.76
5.8,50.1,No,6.5,8,43.7
6.3,85.5,No,6.0,6,62.82
2.4,53.2,No,6.8,5,29.55
8.3,44.8,No,5.5,5,40.0
4.4,91.6,No,6.4,4,60.63
4.1,90.7,No,5.7,3,52.74
5.2,63.8,No,5.0,3,34.22
1.4,81.4,No,7.2,3,41.19
2.3,72.9,Yes,7.4,7,45.2
6.9,90.3,Yes,8.1,8,67.48
1.7,58.6,No,8.4,8,39.33
5.8,70.9,Yes,7.5,2,44.37
3.0,68.6,No,7.4,3,35.63
4.1,60.9,No,4.3,2,30.9
3.3,92.6,No,4.5,6,57.17
3.8,49.8,Yes,8.1,3,25.51
6.8,48.8,No,5.2,6,41.01
3.4,74.0,No,5.8,4,39.64
5.5,78.8,No,4.7,6,49.7
4.8,51.5,No,5.0,3,39.38
6.3,63.1,No,7.9,5,50.69
8.5,95.8,No,5.3,8,72.75
6.9,54.6,Yes,6.2,3,36.04
2.7,79.4,No,4.8,9,56.62
1.2,83.7,Yes,7.4,9,49.2
3.1,66.4,Yes,7.6,7,43.76
5.8,95.3,Yes,5.8,8,70.46
1.4,83.5,No,7.9,9,41.12
5.0,67.0,Yes,5.2,1,39.46
5.8,73.6,Yes,7.5,7,53.4
3.7,80.9,No,7.6,3,48.69
7.2,74.9,No,8.8,6,51.0
1.9,91.8,Yes,5.2,9,56.81
1.6,61.1,No,4.5,8,33.96
6.8,57.7,No,5.3,2,47.08
5.0,52.6,Yes,4.6,4,39.53
6.5,42.2,No,4.8,5,31.47
4.5,42.5,No,5.7,6,28.0
3.0,91.3,No,6.1,7,59.31
7.6,80.0,No,8.5,4,59.64
7.4,79.0,No,5.0,4,50.58
6.6,76.3,Yes,8.9,5,64.57
3.2,90.1,No,8.1,9,53.47
5.7,68.3,Yes,8.4,9,62.28
3.9,91.4,No,8.6,1,55.5
1.7,61.2,Yes,7.8,5,32.12
8.3,94.7,No,7.9,5,60.36
2.1,81.2,Yes,6.2,7,51.65
8.6,55.2,No,6.6,8,42.43
4.6,73.3,No,8.7,3,47.68
2.5,71.4,No,5.9,1,44.96
5.3,48.1,No,4.2,2,25.95
8.0,74.9,No,7.8,6,60.77
6.9,58.6,Yes,6.9,6,43.09
7.5,43.1,Yes,8.1,5,42.75
6.3,96.0,No,4.4,5,64.27
6.5,77.8,No,7.1,9,58.02
7.8,91.7,Yes,5.2,7,73.55
3.0,79.9,Yes,8.5,6,52.63
4.9,61.1,Yes,4.5,7,39.63
2.8,70.2,No,8.2,3,46.91
8.9,79.9,Yes,4.4,7,57.91
8.6,96.7,No,4.1,3,69.53
1.3,55.0,Yes,5.2,8,27.95
6.6,91.6,Yes,5.7,9,61.6
8.4,94.5,Yes,7.1,3,64.93
2.4,79.6,No,4.7,7,46.11
5.5,94.9,No,6.2,8,66.1
8.3,63.5,Yes,5.0,3,54.04
1.3,96.2,No,8.3,6,59.93
6.6,81.5,Yes,4.2,7,60.23
3.4,42.5,No,5.8,4,22.67
8.4,93.5,No,7.2,6,73.91
8.8,68.6,Yes,8.6,7,56.14
8.6,67.2,No,8.3,7,49.23
4.8,73.4,No,8.5,1,48.98
7.9,48.8,Yes,4.3,2,44.15
7.8,67.7,No,8.2,1,45.79
3.6,89.0,Yes,7.9,9,67.01
7.6,40.9,No,8.5,7,39.96
1.3,56.1,Yes,5.6,7,32.96
5.8,40.1,No,8.6,3,27.27
2.8,64.5,Yes,6.0,5,42.79
2.0,83.0,Yes,7.2,2,39.56
1.6,87.1,Yes,6.1,5,47.9
6.6,95.8,Yes,6.1,8,66.31
3.7,75.9,No,6.7,3,39.7
6.8,55.0,Yes,5.8,4,45.47
1.5,94.5,No,8.0,8,56.47
3.5,85.7,Yes,7.2,2,54.44
5.3,73.9,No,7.4,1,45.29
7.3,81.0,No,5.2,3,60.34
3.6,94.5,No,8.8,2,56.04
6.0,82.0,No,7.3,2,51.87
8.1,61.7,No,5.0,4,44.9
5.9,82.1,No,7.8,6,49.03
2.9,42.4,Yes,4.9,5,29.69
1.2,62.8,No,4.3,4,34.8
8.0,64.0,No,6.6,8,64.05
1.2,49.8,Yes,6.8,5,24.7
8.0,41.4,No,4.9,2,30.72
5.2,47.9,Yes,5.7,4,26.99
8.5,78.6,No,8.7,7,66.39
7.4,87.3,No,5.4,4,64.17
9.0,98.3,No,4.8,6,79.36
3.8,60.4,No,9.0,2,32.29
7.1,75.4,No,5.5,9,60.33
4.2,95.3,No,7.4,4,56.79
4.8,49.9,No,5.2,1,35.25
6.0,82.3,Yes,6.8,3,58.2
8.0,84.5,No,5.9,7,57.45
8.9,45.2,No,8.8,9,44.53
7.1,90.8,Yes,6.2,6,58.33
4.3,88.0,Yes,6.9,4,51.45
4.4,42.0,No,8.7,2,21.79
6.9,45.4,No,8.9,9,37.69
2.9,42.9,No,4.5,8,25.17
1.9,59.7,Yes,8.2,7,36.59
3.8,70.0,Yes,5.9,2,42.54
3.3,71.4,No,7.0,2,40.38
3.4,55.8,Yes,5.9,8,38.48
2.9,93.8,Yes,6.0,9,54.55
1.3,61.7,Yes,4.8,9,36.29
1.1,42.7,Yes,6.9,8,29.85
8.9,57.7,Yes,6.7,1,46.21
4.4,71.3,Yes,4.9,5,48.31
4.1,64.1,Yes,6.7,7,45.03
6.4,56.2,No,8.9,6,46.58
2.7,47.7,Yes,7.6,1,26.99
8.6,88.3,No,6.4,6,70.24
7.3,98.8,No,8.6,4,71.15
1.7,59.4,No,6.9,3,32.73
4.3,62.5,Yes,4.7,4,41.7
8.0,76.5,No,6.7,8,56.03
8.6,82.4,Yes,4.9,6,59.41
4.7,63.1,Yes,7.8,9,45.15
5.9,93.4,No,8.8,5,69.54
2.3,73.0,No,5.8,9,43.5
8.9,66.6,No,6.2,4,54.18
2.9,78.2,No,6.1,4,36.8
8.5,96.2,No,5.4,6,71.83
6.2,86.9,Yes,8.0,7,63.25
5.9,42.4,Yes,7.1,2,20.31
5.1,59.6,No,4.3,4,39.61
2.8,67.8,No,8.2,8,35.84
2.4,58.6,Yes,4.9,9,33.94
2.8,81.3,No,8.9,5,52.23
2.5,88.7,Yes,5.9,6,53.76
7.2,83.1,No,7.1,7,59.62
3.8,98.4,No,4.4,7,58.74
1.5,56.1,No,5.7,3,25.32
8.8,91.6,Yes,8.0,2,68.8
8.1,85.2,No,6.4,8,60.47
8.4,61.4,No,8.5,9,57.98
9.0,83.3,Yes,6.9,8,63.45
2.4,46.1,Yes,8.6,8,23.11
4.2,86.6,No,8.9,2,56.5
7.1,71.4,No,6.3,4,49.47
6.6,57.2,Yes,6.8,6,45.08
2.2,78.7,No,8.2,8,50.08
7.5,77.9,No,5.1,2,51.3
2.8,52.4,Yes,8.3,8,35.18
2.8,41.8,No,7.0,1,23.23
5.3,65.6,Yes,7.6,6,53.51
5.7,73.6,Yes,4.4,8,51.13
5.6,91.7,Yes,7.8,8,63.31
1.7,94.8,No,5.6,7,56.26
8.0,71.2,No,8.0,7,57.41
3.1,84.5,Yes,6.5,9,54.27
2.0,65.9,No,5.4,2,39.76
8.1,84.0,No,8.8,1,53.26
8.6,52.1,Yes,7.8,2,38.41
7.9,61.9,No,8.9,3,41.17
7.5,77.4,No,5.8,9,64.48
6.2,41.1,No,7.2,7,35.8
5.4,82.6,No,7.1,5,49.43
1.7,89.3,Yes,7.4,5,50.8
4.3,63.5,No,4.2,6,40.16
4.0,66.4,Yes,5.5,2,31.26
3.1,90.2,No,8.5,1,51.8
6.8,85.8,No,6.1,1,51.96
5.0,57.0,Yes,8.8,3,41.87
1.6,59.1,No,5.1,1,22.83
2.8,80.1,No,9.0,9,51.61
6.5,73.2,No,7.5,5,57.28
1.6,49.6,Yes,7.9,9,34.52
7.8,58.3,No,6.0,5,47.92
5.0,93.1,No,8.5,1,57.15
4.8,80.6,Yes,6.7,7,49.26
5.7,98.2,Yes,7.4,7,66.56
7.6,85.3,No,4.5,4,59.23
3.8,95.6,Yes,7.2,3,57.37
6.4,52.8,Yes,8.4,1,32.24
5.5,85.5,No,4.9,7,59.42
3.1,41.2,No,7.7,5,19.91
8.0,79.6,No,4.1,1,61.45
7.4,67.7,Yes,8.6,1,50.41
6.3,60.5,No,8.9,3,46.83
7.8,90.9,No,5.8,3,67.58
7.9,90.4,Yes,4.5,2,72.31
6.7,41.3,No,7.3,8,36.5
7.7,76.0,No,4.1,8,56.32
6.6,61.7,No,6.4,6,44.35
6.4,64.5,No,5.4,5,51.95
5.9,89.1,Yes,6.4,6,56.89
7.0,58.3,No,4.1,1,36.45
2.3,95.6,No,4.3,2,52.31
8.0,50.6,No,4.1,7,42.1
8.0,79.1,No,7.1,1,59.91
1.2,79.7,Yes,6.8,8,41.14
7.6,54.9,Yes,5.2,3,42.64
2.0,59.2,Yes,7.2,4,32.42
3.7,89.3,No,8.4,7,52.43
6.9,84.9,Yes,5.4,7,66.11
2.3,59.4,No,8.2,2,30.86
7.5,71.5,Yes,7.3,5,54.65
7.7,43.6,No,4.2,8,35.09
5.1,52.3,Yes,5.9,9,38.61
1.1,68.7,No,6.5,5,31.35
3.3,45.1,No,7.7,2,28.4
5.9,89.8,No,5.4,4,63.2
8.8,82.4,No,8.9,5,70.83
6.1,95.7,Yes,7.4,6,68.55
3.1,80.9,Yes,5.9,6,48.53
6.1,95.5,No,4.5,1,58.19
5.3,72.7,No,4.9,6,50.65
7.2,75.4,Yes,6.4,1,54.02
1.9,97.6,No,6.5,5,54.12
7.1,77.9,No,7.8,7,57.14
5.3,41.8,Yes,7.6,8,39.05
8.7,82.7,Yes,5.0,5,62.16
3.7,93.4,No,7.0,2,60.17
6.1,86.9,Yes,4.1,3,58.59
8.5,74.4,Yes,6.0,7,58.83
1.8,79.6,Yes,7.8,4,42.0
8.5,98.4,Yes,6.0,1,69.38
6.5,45.3,No,8.2,3,36.15
1.5,79.4,Yes,8.9,2,41.62
3.4,56.7,Yes,7.0,9,42.47
6.7,77.8,No,4.7,1,49.3
1.5,75.8,Yes,5.9,9,44.92
5.7,49.1,Yes,4.0,5,30.55
3.8,52.2,No,7.0,6,35.58
6.0,76.7,No,8.1,6,52.9
1.4,47.6,No,7.1,6,30.93
8.0,55.6,Yes,7.9,9,53.01
8.8,89.3,No,8.0,9,71.28
8.8,59.3,No,8.3,7,56.26
7.0,68.8,No,5.3,3,49.92
2.0,95.5,Yes,8.4,7,61.89
7.1,53.4,Yes,7.3,5,39.67
1.2,63.0,No,5.4,9,37.01
1.2,75.8,No,8.9,8,45.4
3.6,84.6,No,8.8,6,46.83
4.9,93.2,Yes,6.9,5,67.47
7.2,94.0,Yes,8.2,2,61.06
6.5,85.8,No,5.3,3,51.99
4.6,53.5,No,6.1,3,21.94
3.2,41.5,Yes,4.9,4,26.41
9.0,62.6,Yes,6.6,3,45.0
4.4,48.4,No,6.5,7,31.16
4.6,81.9,No,5.1,6,55.85
2.3,79.0,No,7.4,8,48.29
7.4,42.6,No,4.6,2,29.89
6.5,89.4,No,4.3,2,51.95
2.8,54.7,Yes,5.9,1,28.96
1.7,65.5,No,6.0,5,38.29
6.4,79.4,No,5.6,7,59.4
6.2,65.3,No,5.3,9,56.25
3.2,66.0,No,5.7,5,36.25
8.6,43.9,Yes,4.8,1,31.8
2.2,63.7,No,6.0,3,34.78
4.5,85.1,No,8.5,8,57.88
8.5,94.0,No,5.1,3,67.2
4.4,64.4,Yes,7.4,7,41.62
6.1,65.0,No,4.7,3,32.94
4.2,81.5,No,5.8,2,44.21
3.2,95.6,Yes,5.6,6,61.13
8.9,55.8,Yes,8.7,2,48.34
4.3,66.0,No,6.1,5,45.58
8.2,87.0,No,7.5,5,65.92
2.8,76.0,Yes,7.0,5,48.93
2.7,46.5,No,4.7,6,29.42
1.2,77.0,No,8.7,3,40.31
6.2,51.0,No,5.7,5,37.55
3.9,70.1,Yes,4.2,8,34.89
7.9,71.2,No,5.5,4,50.29
4.8,91.7,Yes,5.7,5,57.3
8.7,67.3,Yes,4.5,1,50.89
2.5,56.5,Yes,7.1,1,26.52
7.9,53.6,No,5.7,8,49.49
7.2,91.6,Yes,7.1,2,60.41
7.2,50.1,Yes,4.0,7,46.1
7.8,65.1,Yes,8.9,7,50.29
7.1,51.0,No,4.9,9,40.07
6.0,85.6,No,7.3,1,52.4
2.0,68.0,No,7.6,2,33.56
1.3,60.7,Yes,4.9,1,33.54
8.4,61.3,Yes,4.6,1,45.51
5.9,90.3,Yes,4.8,4,59.4
7.4,72.7,No,5.2,8,52.56
4.9,82.4,Yes,4.8,8,55.34
1.9,92.9,Yes,7.4,9,58.12
2.0,93.2,No,6.1,2,49.11
6.5,59.4,Yes,6.7,7,46.01
4.4,96.2,Yes,4.2,4,64.28
2.6,41.5,Yes,8.3,3,24.71
4.9,62.2,Yes,4.9,4,36.71
1.5,92.9,No,5.8,4,49.67
5.7,56.2,No,4.4,3,34.85
3.2,56.1,Yes,4.7,9,39.2
7.4,57.9,Yes,7.3,8,49.41
3.5,76.1,No,7.5,2,48.49
4.6,65.9,No,7.4,3,38.52
1.1,82.9,Yes,6.8,7,46.49
1.6,92.8,No,8.8,5,47.88
4.1,79.8,Yes,6.5,1,47.96
4.8,52.1,No,6.2,1,25.49
5.8,95.0,No,5.2,8,66.3
3.3,55.6,No,4.5,6,33.07
6.6,48.8,No,6.7,4,37.22
7.9,45.3,Yes,5.6,3,41.17
7.2,73.2,No,6.6,9,57.79
1.3,46.7,No,5.0,9,20.42
4.8,48.2,No,8.2,4,30.28
1.8,57.7,Yes,9.0,8,35.4
2.9,56.6,No,5.6,4,30.44
8.9,75.7,No,8.2,8,61.48
2.1,88.2,Yes,8.4,7,60.19
5.0,84.9,Yes,9.0,6,58.72
5.9,55.5,Yes,5.7,7,44.07
6.6,54.5,No,7.8,6,34.11
5.5,97.0,No,5.1,6,66.72
1.1,40.5,No,7.1,7,31.84
3.6,91.9,Yes,7.5,4,62.26
5.1,51.8,No,7.7,5,34.25
1.7,95.9,No,5.0,9,65.13
3.8,60.2,Yes,8.2,2,37.14
1.3,66.0,Yes,6.1,9,40.12
1.6,81.7,Yes,5.1,5,44.57
4.2,74.7,No,6.7,1,42.55
2.1,58.8,Yes,8.3,7,26.84
5.5,72.7,Yes,8.8,5,54.64
6.5,83.1,Yes,7.7,3,56.96
7.4,42.5,No,4.0,3,32.27
2.6,40.7,Yes,4.7,1,21.16
2.3,67.0,Yes,4.4,7,38.26
1.8,47.8,No,4.5,2,22.72
6.1,79.2,No,5.9,8,61.32
6.7,52.6,No,5.7,4,40.3
1.3,65.5,No,4.6,4,31.87
8.5,51.7,No,8.4,5,44.09
1.4,72.4,No,7.1,9,42.79
5.3,46.8,No,8.0,7,31.9
6.7,41.4,Yes,5.9,3,33.57
8.0,43.0,No,6.1,4,39.09
6.7,96.3,Yes,5.6,9,70.85
7.4,48.4,Yes,6.2,1,35.65
3.7,81.8,No,7.1,8,51.44
7.5,44.0,No,6.5,8,41.8
1.6,46.4,No,8.2,7,21.41
8.2,70.0,No,8.5,6,52.35
5.4,67.4,No,6.3,7,40.62
7.5,96.1,No,5.2,4,66.95
4.6,95.7,No,8.7,4,64.13
6.1,86.0,No,7.7,5,64.37
5.2,75.5,Yes,7.2,4,57.12
6.9,66.8,Yes,7.7,4,47.27
1.7,61.0,No,4.4,9,35.69
1.5,95.9,Yes,4.3,6,52.66
3.0,75.6,Yes,4.8,3,50.18
2.3,74.2,Yes,4.7,3,46.2
8.0,53.7,Yes,6.1,8,48.16
2.8,42.8,No,4.8,3,19.37
8.8,95.8,No,8.3,4,57.19
3.7,58.5,No,6.9,6,31.17
2.5,66.1,No,5.8,9,32.94
7.3,46.8,No,4.3,6,32.11
6.3,89.4,No,7.0,3,67.0
5.0,41.6,No,4.6,6,23.89
5.4,89.2,No,7.7,4,54.17
6.8,48.3,Yes,8.0,5,35.87
2.8,92.3,Yes,6.7,5,66.04
9.0,83.1,No,4.7,3,61.31
8.8,49.7,No,7.9,5,47.98
6.2,73.4,No,5.5,5,51.45
2.6,58.4,No,5.1,7,26.27
6.4,50.5,Yes,6.4,9,48.79
1.6,90.7,Yes,8.6,5,53.91
